date,category,item,unit,market,price_type,price,yesterday_price,week_avg,daily_change
2026-06-21,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,620.0,0.0
2026-06-22,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,600.0,0.0
2026-06-23,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,585.7142857142857,0.0
2026-06-24,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,450.0,500.0,550.0,-50.0
2026-06-25,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,450.0,450.0,514.2857142857143,0.0
2026-06-26,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,450.0,450.0,478.57142857142856,0.0
2026-06-30,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,450.0,478.57142857142856,50.0
2026-07-01,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,478.57142857142856,0.0
2026-07-02,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,450.0,500.0,471.42857142857144,-50.0
2026-07-03,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,450.0,450.0,464.2857142857143,0.0
2026-07-06,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,450.0,471.42857142857144,50.0
2026-07-07,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,478.57142857142856,0.0
2026-07-09,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,485.7142857142857,0.0
2026-07-10,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,500.0,500.0,485.7142857142857,0.0
2026-07-13,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,400.0,500.0,471.42857142857144,-100.0
2026-07-15,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,400.0,400.0,464.2857142857143,0.0
2026-07-16,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Retail,400.0,400.0,457.14285714285717,0.0
2026-06-16,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,600.0,,600.0,
2026-06-17,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,600.0,600.0,600.0,0.0
2026-06-18,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,600.0,600.0,600.0,0.0
2026-06-19,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,600.0,550.0,-200.0
2026-06-21,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,520.0,0.0
2026-06-22,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,450.0,400.0,508.3333333333333,50.0
2026-06-23,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,450.0,450.0,500.0,0.0
2026-06-24,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,450.0,471.42857142857144,-50.0
2026-06-25,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,442.85714285714283,0.0
2026-06-26,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,414.2857142857143,0.0
2026-06-30,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,414.2857142857143,0.0
2026-07-01,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,414.2857142857143,0.0
2026-07-02,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,407.14285714285717,0.0
2026-07-03,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,400.0,0.0
2026-07-06,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,400.0,0.0
2026-07-07,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,400.0,0.0
2026-07-09,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,400.0,0.0
2026-07-10,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,400.0,400.0,400.0,0.0
2026-07-13,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,300.0,400.0,385.7142857142857,-100.0
2026-07-15,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,300.0,300.0,371.42857142857144,0.0
2026-07-16,GENERAL,Lime,Rs./kg,Pettah/Peliyagoda,Wholesale,300.0,300.0,357.14285714285717,0.0
2026-06-16,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1400.0,,1400.0,
2026-06-17,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1480.0,1400.0,1440.0,80.0
2026-06-18,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1480.0,1480.0,1453.3333333333333,0.0
2026-06-19,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1480.0,1480.0,1460.0,0.0
2026-06-21,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1480.0,1480.0,1464.0,0.0
2026-06-22,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1480.0,1480.0,1466.6666666666667,0.0
2026-06-23,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1420.0,1480.0,1460.0,-60.0
2026-06-24,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1320.0,1420.0,1448.5714285714287,-100.0
2026-06-25,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1380.0,1320.0,1434.2857142857142,60.0
2026-06-26,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1300.0,1380.0,1408.5714285714287,-80.0
2026-06-30,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1320.0,1300.0,1385.7142857142858,20.0
2026-07-01,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1360.0,1320.0,1368.5714285714287,40.0
2026-07-02,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1460.0,1360.0,1365.7142857142858,100.0
2026-07-03,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1420.0,1460.0,1365.7142857142858,-40.0
2026-07-06,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1360.0,1420.0,1371.4285714285713,-60.0
2026-07-07,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1390.0,1360.0,1372.857142857143,30.0
2026-07-09,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1340.0,1390.0,1378.5714285714287,-50.0
2026-07-10,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1340.0,1340.0,1381.4285714285713,0.0
2026-07-13,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,980.0,1340.0,1327.142857142857,-360.0
2026-07-15,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,980.0,980.0,1258.5714285714287,0.0
2026-07-16,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Retail,1050.0,980.0,1205.7142857142858,70.0
2026-06-16,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1150.0,,1150.0,
2026-06-17,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1260.0,1150.0,1205.0,110.0
2026-06-18,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1250.0,1260.0,1220.0,-10.0
2026-06-19,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1240.0,1250.0,1225.0,-10.0
2026-06-21,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1240.0,1240.0,1228.0,0.0
2026-06-22,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1270.0,1240.0,1235.0,30.0
2026-06-23,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1180.0,1270.0,1227.142857142857,-90.0
2026-06-24,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1080.0,1180.0,1217.142857142857,-100.0
2026-06-25,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1120.0,1080.0,1197.142857142857,40.0
2026-06-26,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1120.0,1168.5714285714287,-70.0
2026-06-30,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1050.0,1141.4285714285713,0.0
2026-07-01,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1080.0,1050.0,1118.5714285714287,30.0
2026-07-02,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1200.0,1080.0,1108.5714285714287,120.0
2026-07-03,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1180.0,1200.0,1108.5714285714287,-20.0
2026-07-06,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1080.0,1180.0,1108.5714285714287,-100.0
2026-07-07,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1000.0,1080.0,1091.4285714285713,-80.0
2026-07-09,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1060.0,1000.0,1092.857142857143,60.0
2026-07-10,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,1080.0,1060.0,1097.142857142857,20.0
2026-07-13,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,780.0,1080.0,1054.2857142857142,-300.0
2026-07-15,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,850.0,780.0,1004.2857142857143,70.0
2026-07-16,GENERAL,Linna,Rs./kg,Dambulla/Negombo,Wholesale,830.0,850.0,954.2857142857143,-20.0
2026-06-16,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1400.0,,1400.0,
2026-06-17,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1400.0,1400.0,1400.0,0.0
2026-06-18,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1400.0,1400.0,1400.0,0.0
2026-06-19,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1300.0,1400.0,1375.0,-100.0
2026-06-21,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1300.0,1300.0,1360.0,0.0
2026-06-22,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1250.0,1300.0,1341.6666666666667,-50.0
2026-06-23,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1250.0,1321.4285714285713,-50.0
2026-06-24,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1200.0,1292.857142857143,0.0
2026-06-25,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1100.0,1200.0,1250.0,-100.0
2026-06-26,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1100.0,1100.0,1207.142857142857,0.0
2026-06-30,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1050.0,1100.0,1171.4285714285713,-50.0
2026-07-01,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1050.0,1157.142857142857,150.0
2026-07-02,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1200.0,1150.0,0.0
2026-07-03,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1200.0,1150.0,0.0
2026-07-06,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1100.0,1200.0,1135.7142857142858,-100.0
2026-07-07,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1200.0,1100.0,1150.0,100.0
2026-07-09,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1100.0,1200.0,1150.0,-100.0
2026-07-10,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,1100.0,1100.0,1157.142857142857,0.0
2026-07-13,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,800.0,1100.0,1100.0,-300.0
2026-07-15,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,850.0,800.0,1050.0,50.0
2026-07-16,GENERAL,Linna,Rs./kg,Pettah/Peliyagoda,Wholesale,850.0,850.0,1000.0,0.0
2026-06-16,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,,235.0,
2026-06-17,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-18,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-19,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-21,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-22,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-23,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-24,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-25,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-26,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-01,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-02,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-03,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-06,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-07,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-09,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-10,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-13,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-15,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-07-16,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Retail,235.0,235.0,235.0,0.0
2026-06-16,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,198.0,,198.0,
2026-06-17,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,198.0,198.0,198.0,0.0
2026-06-18,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,198.0,198.0,198.0,0.0
2026-06-19,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,200.0,198.0,198.5,2.0
2026-06-21,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,200.0,200.0,198.8,0.0
2026-06-22,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,200.0,199.5,3.0
2026-06-23,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,203.0,200.0,0.0
2026-06-24,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,203.0,200.71428571428572,0.0
2026-06-25,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,203.0,201.42857142857142,0.0
2026-06-26,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,203.0,202.14285714285714,0.0
2026-06-30,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,203.0,203.0,202.57142857142858,0.0
2026-07-01,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,202.0,203.0,202.85714285714286,-1.0
2026-07-02,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,202.0,202.0,202.71428571428572,0.0
2026-07-03,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,198.0,202.0,202.0,-4.0
2026-07-06,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,194.0,198.0,200.71428571428572,-4.0
2026-07-07,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,195.0,194.0,199.57142857142858,1.0
2026-07-09,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,195.0,195.0,198.42857142857142,0.0
2026-07-10,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,195.0,195.0,197.28571428571428,0.0
2026-07-13,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,194.0,195.0,196.14285714285714,-1.0
2026-07-15,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,194.0,194.0,195.0,0.0
2026-07-16,GENERAL,Nadu,Rs./kg,Dambulla/Negombo,Wholesale,195.0,194.0,194.57142857142858,1.0
2026-06-16,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,,225.0,
2026-06-17,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-18,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-19,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-21,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-22,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-23,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-24,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-25,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-26,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,225.0,0.0
2026-06-30,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,225.0,224.71428571428572,-2.0
2026-07-01,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,223.0,224.42857142857142,0.0
2026-07-02,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,223.0,224.14285714285714,0.0
2026-07-03,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,218.0,223.0,223.14285714285714,-5.0
2026-07-06,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,218.0,218.0,222.14285714285714,0.0
2026-07-07,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,218.0,221.85714285714286,5.0
2026-07-09,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,221.0,223.0,221.28571428571428,-2.0
2026-07-10,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,221.0,221.57142857142858,4.0
2026-07-13,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,225.0,225.0,221.85714285714286,0.0
2026-07-15,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,225.0,221.85714285714286,-2.0
2026-07-16,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Retail,223.0,223.0,222.57142857142858,0.0
2026-06-16,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,,203.0,
2026-06-17,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-18,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-19,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-21,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-22,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-23,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-24,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-25,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-26,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-06-30,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-07-01,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-07-02,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,203.0,0.0
2026-07-03,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,200.0,203.0,202.57142857142858,-3.0
2026-07-06,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,200.0,200.0,202.14285714285714,0.0
2026-07-07,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,200.0,202.14285714285714,3.0
2026-07-09,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,202.14285714285714,0.0
2026-07-10,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,202.14285714285714,0.0
2026-07-13,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,202.14285714285714,0.0
2026-07-15,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,202.14285714285714,0.0
2026-07-16,GENERAL,Nadu,Rs./kg,Pettah/Peliyagoda,Wholesale,203.0,203.0,202.57142857142858,0.0
2026-06-16,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,190.0,,190.0,
2026-06-17,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,190.0,190.0,190.0,0.0
2026-06-18,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,190.0,190.0,190.0,0.0
2026-06-19,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,190.0,190.0,190.0,0.0
2026-06-21,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,190.0,190.0,190.0,0.0
2026-06-22,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,190.0,188.33333333333334,-10.0
2026-06-23,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,187.14285714285714,0.0
2026-06-24,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,185.71428571428572,0.0
2026-06-25,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,184.28571428571428,0.0
2026-06-26,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,182.85714285714286,0.0
2026-06-30,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,181.42857142857142,0.0
2026-07-01,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-02,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-03,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-06,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-07,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-09,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-10,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-13,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-15,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-07-16,GENERAL,Orange (Imp),Rs./Each,Pettah/Peliyagoda,Retail,180.0,180.0,180.0,0.0
2026-06-16,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,150.0,,150.0,
2026-06-17,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,155.0,150.0,152.5,5.0
2026-06-18,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,145.0,155.0,150.0,-10.0
2026-06-19,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,145.0,146.25,-10.0
2026-06-21,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,135.0,144.0,0.0
2026-06-22,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,135.0,142.5,0.0
2026-06-23,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,155.0,135.0,144.28571428571428,20.0
2026-06-24,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,155.0,142.14285714285714,-20.0
2026-06-25,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,140.0,135.0,140.0,5.0
2026-06-26,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,105.0,140.0,134.28571428571428,-35.0
2026-07-01,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,120.0,105.0,132.14285714285714,15.0
2026-07-02,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,145.0,120.0,133.57142857142858,25.0
2026-07-03,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,145.0,133.57142857142858,-10.0
2026-07-06,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,115.0,135.0,127.85714285714286,-20.0
2026-07-07,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,115.0,127.85714285714286,20.0
2026-07-09,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,135.0,135.0,127.14285714285714,0.0
2026-07-10,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,120.0,135.0,129.28571428571428,-15.0
2026-07-13,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,120.0,120.0,129.28571428571428,0.0
2026-07-15,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,95.0,120.0,122.14285714285714,-25.0
2026-07-16,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Retail,120.0,95.0,120.0,25.0
2026-06-16,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,120.0,,120.0,
2026-06-17,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,125.0,120.0,122.5,5.0
2026-06-18,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,115.0,125.0,120.0,-10.0
2026-06-19,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,105.0,115.0,116.25,-10.0
2026-06-21,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,105.0,105.0,114.0,0.0
2026-06-22,GENERAL,Papaw,Rs./kg,Dambulla/Negombo,Wholesale,105.0,105.0,112.5,0.0
