date,category,item,unit,market,price_type,price,yesterday_price,week_avg,daily_change
2026-07-06,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,145.0,145.0,145.0,0.0
2026-07-07,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,145.0,145.0,145.0,0.0
2026-07-09,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,145.0,145.0,145.0,0.0
2026-07-10,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,145.0,145.0,145.0,0.0
2026-07-13,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,150.0,145.0,145.71428571428572,5.0
2026-07-15,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,153.0,150.0,146.85714285714286,3.0
2026-07-16,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Retail,153.0,153.0,148.0,0.0
2026-06-16,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,,120.0,
2026-06-17,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,120.0,0.0
2026-06-18,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,125.0,120.0,121.66666666666667,5.0
2026-06-19,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,133.0,125.0,124.5,8.0
2026-06-21,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,133.0,133.0,126.2,0.0
2026-06-22,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,133.0,125.16666666666667,-13.0
2026-06-23,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,124.42857142857143,0.0
2026-06-24,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,124.42857142857143,0.0
2026-06-25,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,115.0,120.0,123.71428571428571,-5.0
2026-06-26,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,115.0,123.0,5.0
2026-06-30,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,121.14285714285714,0.0
2026-07-01,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,119.28571428571429,0.0
2026-07-02,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,119.28571428571429,0.0
2026-07-03,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,119.28571428571429,0.0
2026-07-06,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,119.28571428571429,0.0
2026-07-07,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,120.0,0.0
2026-07-09,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,120.0,0.0
2026-07-10,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,120.0,120.0,120.0,0.0
2026-07-13,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,122.0,120.0,120.28571428571429,2.0
2026-07-15,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,122.0,122.0,120.57142857142857,0.0
2026-07-16,GENERAL,Coconut (Avg.),Rs./Nut,Pettah/Peliyagoda,Wholesale,122.0,122.0,120.85714285714286,0.0
2026-06-16,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,897.0,,897.0,
2026-06-17,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,897.0,897.0,897.0,0.0
2026-06-18,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,897.0,897.0,897.0,0.0
2026-06-19,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,897.0,897.0,897.0,0.0
2026-06-21,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,897.0,897.0,897.0,0.0
2026-06-22,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,887.0,897.0,895.3333333333334,-10.0
2026-06-23,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,887.0,887.0,894.1428571428571,0.0
2026-06-24,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,887.0,887.0,892.7142857142857,0.0
2026-06-25,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,893.0,887.0,892.1428571428571,6.0
2026-06-26,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,893.0,893.0,891.5714285714286,0.0
2026-06-30,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,890.0,893.0,890.5714285714286,-3.0
2026-07-01,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,893.0,890.0,890.0,3.0
2026-07-02,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,890.0,893.0,890.4285714285714,-3.0
2026-07-03,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,890.0,890.0,890.8571428571429,0.0
2026-07-06,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,890.0,890.0,891.2857142857143,0.0
2026-07-07,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,890.0,890.0,890.8571428571429,0.0
2026-07-09,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,878.0,890.0,888.7142857142857,-12.0
2026-07-10,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,884.0,878.0,887.8571428571429,6.0
2026-07-13,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,854.0,884.0,882.2857142857143,-30.0
2026-07-15,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,884.0,854.0,881.4285714285714,30.0
2026-07-16,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Retail,884.0,884.0,880.5714285714286,0.0
2026-06-16,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,832.0,,832.0,
2026-06-17,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,832.0,832.0,832.0,0.0
2026-06-18,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,835.0,832.0,833.0,3.0
2026-06-19,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,839.0,835.0,834.5,4.0
2026-06-21,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,839.0,839.0,835.4,0.0
2026-06-22,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,822.0,839.0,833.1666666666666,-17.0
2026-06-23,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,806.0,822.0,829.2857142857143,-16.0
2026-06-24,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,809.0,806.0,826.0,3.0
2026-06-25,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,817.0,809.0,823.8571428571429,8.0
2026-06-26,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,834.0,817.0,823.7142857142857,17.0
2026-06-30,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,825.0,834.0,821.7142857142857,-9.0
2026-07-01,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,831.0,825.0,820.5714285714286,6.0
2026-07-02,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,819.0,831.0,820.1428571428571,-12.0
2026-07-03,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,819.0,819.0,822.0,0.0
2026-07-06,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,819.0,819.0,823.4285714285714,0.0
2026-07-07,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,819.0,819.0,823.7142857142857,0.0
2026-07-09,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,814.0,819.0,820.8571428571429,-5.0
2026-07-10,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,816.0,814.0,819.5714285714286,2.0
2026-07-13,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,815.0,816.0,817.2857142857143,-1.0
2026-07-15,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,816.0,815.0,816.8571428571429,1.0
2026-07-16,GENERAL,Coconut oil,Rs./Ltr,Pettah/Peliyagoda,Wholesale,802.0,816.0,814.4285714285714,-14.0
2026-06-16,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1068.0,,1068.0,
2026-06-17,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1068.0,1086.5,37.0
2026-06-18,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1092.6666666666667,0.0
2026-06-19,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1095.75,0.0
2026-06-21,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.6,0.0
2026-06-22,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1098.8333333333333,0.0
2026-06-23,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1055.0,1105.0,1092.5714285714287,-50.0
2026-06-24,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1055.0,1097.857142857143,50.0
2026-06-25,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.857142857143,0.0
2026-06-26,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.857142857143,0.0
2026-07-01,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.857142857143,0.0
2026-07-02,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.857142857143,0.0
2026-07-03,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1105.0,1105.0,1097.857142857143,0.0
2026-07-06,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1155.0,1105.0,1112.142857142857,50.0
2026-07-07,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1080.0,1155.0,1108.5714285714287,-75.0
2026-07-09,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1080.0,1080.0,1105.0,0.0
2026-07-10,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1080.0,1080.0,1101.4285714285713,0.0
2026-07-13,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1080.0,1080.0,1097.857142857143,0.0
2026-07-15,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1115.0,1080.0,1099.2857142857142,35.0
2026-07-16,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Retail,1155.0,1115.0,1106.4285714285713,40.0
2026-06-16,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1038.0,,1038.0,
2026-06-17,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1038.0,1056.5,37.0
2026-06-18,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1062.6666666666667,0.0
2026-06-19,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1065.75,0.0
2026-06-21,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.6,0.0
2026-06-22,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1068.8333333333333,0.0
2026-06-23,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1025.0,1075.0,1062.5714285714287,-50.0
2026-06-24,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1025.0,1067.857142857143,50.0
2026-06-25,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.857142857143,0.0
2026-06-26,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.857142857143,0.0
2026-07-01,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.857142857143,0.0
2026-07-02,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.857142857143,0.0
2026-07-03,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1075.0,1075.0,1067.857142857143,0.0
2026-07-06,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1125.0,1075.0,1082.142857142857,50.0
2026-07-07,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1125.0,1078.5714285714287,-75.0
2026-07-09,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1050.0,1075.0,0.0
2026-07-10,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1050.0,1071.4285714285713,0.0
2026-07-13,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1050.0,1050.0,1067.857142857143,0.0
2026-07-15,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1085.0,1050.0,1069.2857142857142,35.0
2026-07-16,GENERAL,Dried Chilli (Imp),Rs./kg,Dambulla/Negombo,Wholesale,1125.0,1085.0,1076.4285714285713,40.0
2026-06-16,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,,1083.0,
2026-06-17,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-18,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-19,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-21,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-22,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-23,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1083.0,1083.0,1083.0,0.0
2026-06-24,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1107.0,1083.0,1086.4285714285713,24.0
2026-06-25,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1107.0,1107.0,1089.857142857143,0.0
2026-06-26,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1117.0,1107.0,1094.7142857142858,10.0
2026-06-30,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1117.0,1117.0,1099.5714285714287,0.0
2026-07-01,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1133.0,1117.0,1106.7142857142858,16.0
2026-07-02,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1167.0,1133.0,1118.7142857142858,34.0
2026-07-03,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1200.0,1167.0,1135.4285714285713,33.0
2026-07-06,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1167.0,1200.0,1144.0,-33.0
2026-07-07,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1175.0,1167.0,1153.7142857142858,8.0
2026-07-09,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1170.0,1175.0,1161.2857142857142,-5.0
2026-07-10,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1140.0,1170.0,1164.5714285714287,-30.0
2026-07-13,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1150.0,1140.0,1167.0,10.0
2026-07-15,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1167.0,1150.0,1167.0,17.0
2026-07-16,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Retail,1173.0,1167.0,1163.142857142857,6.0
2026-06-16,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1020.0,,1020.0,
2026-06-17,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,996.0,1020.0,1008.0,-24.0
2026-06-18,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1002.0,996.0,1006.0,6.0
2026-06-19,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,998.0,1002.0,1004.0,-4.0
2026-06-21,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,998.0,998.0,1002.8,0.0
2026-06-22,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1034.0,998.0,1008.0,36.0
2026-06-23,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1034.0,1034.0,1011.7142857142857,0.0
2026-06-24,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1034.0,1034.0,1013.7142857142857,0.0
2026-06-25,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1036.0,1034.0,1019.4285714285714,2.0
2026-06-26,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1034.0,1036.0,1024.0,-2.0
2026-06-30,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1034.0,1034.0,1029.142857142857,0.0
2026-07-01,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1040.0,1034.0,1035.142857142857,6.0
2026-07-02,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1050.0,1040.0,1037.4285714285713,10.0
2026-07-03,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1070.0,1050.0,1042.5714285714287,20.0
2026-07-06,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1067.0,1070.0,1047.2857142857142,-3.0
2026-07-07,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1080.0,1067.0,1053.5714285714287,13.0
2026-07-09,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1080.0,1080.0,1060.142857142857,0.0
2026-07-10,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1078.0,1080.0,1066.4285714285713,-2.0
2026-07-13,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1073.0,1078.0,1071.142857142857,-5.0
2026-07-15,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1078.0,1073.0,1075.142857142857,5.0
2026-07-16,GENERAL,Dried Chilli (Imp),Rs./kg,Pettah/Peliyagoda,Wholesale,1078.0,1078.0,1076.2857142857142,0.0
2026-06-16,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,,37.0,
2026-06-17,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,37.0,0.0
2026-06-18,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,37.0,0.0
2026-06-19,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,37.0,0.0
2026-06-21,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,37.0,0.0
2026-06-22,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,36.0,37.0,36.833333333333336,-1.0
2026-06-23,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,36.0,36.0,36.714285714285715,0.0
2026-06-24,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,36.0,36.0,36.57142857142857,0.0
2026-06-25,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,36.0,36.57142857142857,1.0
2026-06-26,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,36.57142857142857,0.0
2026-06-30,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,36.57142857142857,0.0
2026-07-01,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,36.57142857142857,0.0
2026-07-02,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,36.714285714285715,0.0
2026-07-03,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,37.0,37.0,36.857142857142854,0.0
2026-07-06,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,38.0,37.0,37.142857142857146,1.0
2026-07-07,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,38.0,38.0,37.285714285714285,0.0
2026-07-09,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,39.0,38.0,37.57142857142857,1.0
2026-07-10,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,39.0,39.0,37.857142857142854,0.0
2026-07-13,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,40.0,39.0,38.285714285714285,1.0
2026-07-15,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,40.0,40.0,38.714285714285715,0.0
2026-07-16,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Retail,40.0,40.0,39.142857142857146,0.0
2026-06-16,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,,35.0,
2026-06-17,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-18,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-19,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-21,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-22,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-23,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-24,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.0,0.0
2026-06-25,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,36.0,35.0,35.142857142857146,1.0
2026-06-26,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,36.0,35.142857142857146,-1.0
2026-06-30,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.142857142857146,0.0
2026-07-01,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.142857142857146,0.0
2026-07-02,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.142857142857146,0.0
2026-07-03,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,35.0,35.0,35.142857142857146,0.0
2026-07-06,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,36.0,35.0,35.285714285714285,1.0
2026-07-07,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,36.0,36.0,35.285714285714285,0.0
2026-07-09,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,37.0,36.0,35.57142857142857,1.0
2026-07-10,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,38.0,37.0,36.0,1.0
2026-07-13,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,39.0,38.0,36.57142857142857,1.0
2026-07-15,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,39.0,39.0,37.142857142857146,0.0
2026-07-16,GENERAL,Egg (White),Rs./Each,Pettah/Peliyagoda,Wholesale,39.0,39.0,37.714285714285715,0.0
2026-06-16,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,480.0,,480.0,
2026-06-17,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,530.0,480.0,505.0,50.0
2026-06-18,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,555.0,530.0,521.6666666666666,25.0
2026-06-19,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,595.0,555.0,540.0,40.0
2026-06-21,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,595.0,595.0,551.0,0.0
2026-06-22,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,580.0,595.0,555.8333333333334,-15.0
2026-06-23,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,605.0,580.0,562.8571428571429,25.0
2026-06-24,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,655.0,605.0,587.8571428571429,50.0
2026-06-25,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,655.0,655.0,605.7142857142857,0.0
2026-06-26,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,655.0,655.0,620.0,0.0
2026-07-01,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,755.0,655.0,642.8571428571429,100.0
2026-07-02,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,680.0,755.0,655.0,-75.0
2026-07-03,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,605.0,680.0,658.5714285714286,-75.0
2026-07-06,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,555.0,605.0,651.4285714285714,-50.0
2026-07-07,GENERAL,Green Chilli,Rs./kg,Dambulla/Negombo,Retail,755.0,555.0,665.7142857142857,200.0
